"ZULASSUNGSNUMMER","PRAEPARATENAME","ARZNEIFORM","ATC_CODE","HEILMITTEL_CODE","ZULASSUNGSSTATUS","ZULASSUNGSKATEGORIE","ERSTZULASSUNGSDATUM","BASIS_ZULASSUNGSNUMMER","ABGABEKATEGORIE","IT_NUMMER","ANWENDUNGSGEBIET","ABLAUFDATUM","CHARGENFREIGABE_PFLICHT","EINZELEINFUHR_BEWILLIG_PFLICHT","Praep_Name","anz","ZULASSUNGSINHABERIN"
58805,"Lucrin Depot 6 Monate, Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension in einer Fertigspritze","PULMR","L02AE02","S","Z","",2010-02-11,"","A","07.16.2.","Prostatakarzinom",9999-12-31,"","","lucrin depot 6 monate",NA,"AbbVie AG"
60090,"Norvir, Filmtabletten","FILM","J05AE03","S","Z","",2010-07-07,"","A","08.03.0.","HIV-Infektionen",9999-12-31,"","","norvir",NA,"AbbVie AG"
65695,"Synagis, Injektionslösung","LSPA","J06BD01","BT","Z","",2016-07-05,"","A","08.03.0.","RSV-Prophylaxe",9999-12-31,"","X","synagis",NA,"AstraZeneca AG"
66235,"Venclyxto, Filmtabletten","FILM","L01XX52","S","Z","",2018-05-08,"","A","07.16.1.","Chronisch lymphatische Leukämie (CLL), Akute myeloische Leukämie (AML)",9999-12-31,"","","venclyxto",NA,"AbbVie AG"
66472,"Maviret, Filmtabletten","FILM","J05AP57","S","Z","",2017-09-22,"","A","08.03.0.","Chronische Hepatitis C",9999-12-31,"","","maviret",NA,"AbbVie AG"
66944,"Skyrizi, lnjektionslösung in einer Fertigspritze","INLFS","L04AC18","BT","Z","",2019-04-18,"","B","07.15.0.","Plaque-Psoriasis bei Erwachsenen, Psoriasis-Arthritis",9999-12-31,"","","skyrizi",4,"AbbVie AG"
67257,"Rinvoq, Retardtabletten","RETT","L04AF03","S","Z","",2020-01-20,"","B","07.15.0.","Rheumatoide Arthritis, Psoriasis-Arthritis, Ankylosierende Spondylitis (Morbus Bechterew), Atopische Dermatitis, Colitis ulcerosa, Morbus Crohn",9999-12-31,"","","rinvoq",NA,"AbbVie AG"
53211,"Sevorane, Flüssigkeit zur Herstellung eines Dampfs zur Inhalation","FLUI","N01AB08","S","Z","",1995-10-17,"","B","01.02.1.","Inhalationsanästhetikum",9999-12-31,"","","sevorane",NA,"AbbVie AG"
66411,"Veltassa, Pulver für orale Suspension","PULS","V03AE09","S","Z","",2017-12-22,"","B","16.00.0.","Hyperkaliämie",9999-12-31,"","","veltassa",NA,"Vifor Fresenius Medical Care"
67614,"Rayaldee, Weichkapseln retardiert","KAPS","H05BX05","S","Z","",2020-12-22,"","B","07.02.3.","Rayaldee ist zur Behandlung von sekundärem Hyperparathyreoidismus (SHPT) bei Erwachsenen mit chronischer Niereninsuffizienz (CKD) im Stadium 3 oder 4 und 25- Hydroxyvitamin-D-Serumwerten <30 ng/ml indiziert.",2025-12-21,"","","rayaldee",NA,"Vifor Fresenius Medical Care"
55887,"Belara, Filmtabletten","FILM","G03AA15","S","Z","",2002-08-30,"","B","09.02.1.","Hormonale Kontrazeption",9999-12-31,"","","belara",NA,"Gedeon Richter (Schweiz) AG"
57559,"Desoren 20, Filmtabletten","FILM","G03AA09","S","Z","",2007-07-27,"","B","09.02.1.","Hormonales Kontrazeptivum",9999-12-31,"","","desoren 20",NA,"Gedeon Richter (Schweiz) AG"
58152,"Estinette 20, Dragées","DRAG","G03AA10","S","Z","",2008-09-05,"","B","09.02.1.","Hormonale Kontrazeptiva",9999-12-31,"","","estinette 20",NA,"Gedeon Richter (Schweiz) AG"
58268,"Desoren 30, Filmtabletten","FILM","G03AA09","S","Z","",2007-07-27,"","B","09.02.1.","Hormonales Kontrazeptivum",9999-12-31,"","","desoren 30",NA,"Gedeon Richter (Schweiz) AG"
58321,"Estinette 30, Dragées","DRAG","G03AA10","S","Z","",2009-07-20,"","B","09.02.1.","Hormonale Kontrazeptiva",9999-12-31,"","","estinette 30",NA,"Gedeon Richter (Schweiz) AG"
58766,"Belarina, Fimtabletten","FILM","G03AA15","S","Z","",2010-06-02,"","B","09.02.1.","Hormonale Kontrazeption",9999-12-31,"","","belarina",NA,"Gedeon Richter (Schweiz) AG"
63205,"Azalia 0,075 mg, Filmtabletten","FILM","G03AC09","S","Z","",2014-08-15,"","B","09.02.1.","Hormonale Kontrazeption",9999-12-31,"","","azalia 0",NA,"Gedeon Richter (Schweiz) AG"
65082,"Postinor, Tabletten","TAB","G03AD01","S","Z","",2015-09-16,"","B","09.02.1.","Hormonales Kontrazeptivum zur Schwangerschaftsverhütung in Notfällen",9999-12-31,"","","postinor",NA,"Gedeon Richter (Schweiz) AG"
65444,"Levosert, Intrauterines Wirkstofffreisetzungssystem","IUWFS","G02BA03","S","Z","",2015-08-24,"","B","09.02.2.","Intrauterine Kontrazeption und Idiopathische Hypermenorrhoe",9999-12-31,"","","levosert",NA,"Gedeon Richter (Schweiz) AG"
66820,"Terrosa, Injektionslösung","LSPA","H05AA02","BT","Z","",2018-12-04,"56007","B","07.99.0.","Postmenopausale Osteoporose bei Frauen; primäre und hypogonadale Osteoporose bei Männern. Glukokortikoid-induzierte Osteoporose bei Erwachsenen mit erhöhtem Frakturrisiko.",9999-12-31,"","","terrosa",NA,"Gedeon Richter (Schweiz) AG"
51903,"Lucrin Depot, Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension in einer Fertigspritze","PULMR","L02AE02","S","Z","",1993-08-20,"","A","07.16.2.","Prostatakarzinom, Endometriose, Mammakarzinom, zentrale vorzeitige Pubertät",9999-12-31,"","","lucrin depot",NA,"AbbVie AG"
38482,"JHP Rödler Japanisches Heilpflanzenöl, Tropfen zum Einnehmen, Flüssigkeit zur Anwendung auf der Haut und zur Inhalation","TROF","R05X","P","Z","",1976-04-08,"","D","12.02.4.","Innerlich und äusserlich zur Linderung bei Schnupfen, Katarrh, Magenbeschwerden, Muskel- und Kopfschmerzen",9999-12-31,"","","jhp rödler japanisches heilpflanzenöl",NA,"Spagyros AG"
30629,"Lasix, comprimés","TAB","C03CA01","S","Z","",1964-09-14,"","B","05.01.0.","Diuretikum",9999-12-31,"","","lasix",2,"Sanofi-Aventis (Suisse) SA"
48280,"Anexate, Injektionslösung","LSPA","V03AB25","AD","Z","",1986-12-30,"","B","15.01.0.","Benzodiazepin-Antagonist",9999-12-31,"","","anexate",NA,"Cheplapharm Schweiz GmbH"
49188,"Cymevene, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","PULPI","J05AB06","S","Z","",1988-12-19,"","A","08.03.0.","Cytomegalie-Infektionen",9999-12-31,"","","cymevene",NA,"Cheplapharm Schweiz GmbH"
50373,"Inhibace, Filmtabletten","FILM","C09AA08","S","Z","",1990-02-21,"","B","02.07.1.","ACE-Hemmer",9999-12-31,"","","inhibace",NA,"Cheplapharm Schweiz GmbH"
50711,"Quantalan, Pulver","PULS","C10AC01","S","Z","",1990-01-19,"","B","07.12.0.","Lipidsenker",9999-12-31,"","","quantalan",NA,"Cheplapharm Schweiz GmbH"
52472,"Inhibace Plus, Filmtabletten","FILM","C09BA08","S","Z","",1994-06-02,"","B","02.07.2.","Antihypertensivum",9999-12-31,"","","inhibace plus",NA,"Cheplapharm Schweiz GmbH"
52775,"Vesanoid, Weichkapseln","KAPS","L01XF01","S","Z","",1994-11-22,"","A","07.16.4.","akute Promyelozytenleukämie",9999-12-31,"","","vesanoid",NA,"Cheplapharm Schweiz GmbH"
53162,"Dilatrend, Tabletten","TAB","C07AG02","S","Z","",1995-08-29,"","B","02.07.1.","Alpha- und Beta-Rezeptorenblocker",9999-12-31,"","","dilatrend",NA,"Cheplapharm Schweiz GmbH"
53282,"Transipeg, Pulver zur Herstellung einer Lösung zum Einnehmen","PULO","A06AD65","S","Z","",1996-02-14,"","D","04.08.11","Laxans",9999-12-31,"","","transipeg",NA,"CPS Cito Pharma Services GmbH"
53557,"Etopophos, Pulver zur Herstellung einer Infusionslösung","PULVI","L01CB01","S","Z","",1996-08-28,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","etopophos",NA,"Cheplapharm Schweiz GmbH"
54282,"Xenical, Kapseln","KAHA","A08AB01","S","Z","",1998-09-16,"","B","07.99.0.","Antiadipositum",9999-12-31,"","","xenical",NA,"Cheplapharm Schweiz GmbH"
54380,"Antramups, Tabletten","TAB","A02BC01","S","Z","",1997-12-19,"","B","04.99.0.","Ulcustherapie, Zollinger-Ellison-Syndrom",9999-12-31,"","","antramups",NA,"Cheplapharm Schweiz GmbH"
54959,"Rohypnol, Filmtabletten","FILM","N05CD03","S","Z","",1998-07-13,"","B","01.03.1.","Hypnoticum",9999-12-31,"","","rohypnol",NA,"Cheplapharm Schweiz GmbH"
55269,"Visudyne, Pulver zur Herstellung einer Infusionslösung","PULPA","S01LA01","S","Z","",1999-12-15,"","A","11.99.0.","Subfoveale chorioidale Neovaskularisationen am Auge",9999-12-31,"","","visudyne",NA,"Cheplapharm Schweiz GmbH"
55901,"Salagen, Filmtabletten","FILM","N07AX01","S","Z","",2004-02-19,"","B","07.16.4.","Xerostomie nach Strahlentherapie bei ORL-Tumoren und bei Sjögren-Syndrom",9999-12-31,"","","salagen",NA,"Norgine AG"
56855,"Prialt, Infusionslösung","LSINF","N02BG08","S","Z","",2006-04-11,"","B","01.01.1.","Intrathekale Analgesie bei chronischen Schmerzen",9999-12-31,"","","prialt",NA,"CPS Cito Pharma Services GmbH"
56871,"Emselex, Retardtabletten","RETT","G04BD10","S","Z","",2005-09-07,"","B","05.02.0.","Behandlung der hyperaktiven Harnblase",9999-12-31,"","","emselex",NA,"CPS Cito Pharma Services GmbH"
57779,"Fluidose, Augentropfen, Lösung","AUL","S01XA20","S","Z","",2007-10-10,"","D","11.08.2.","Tränenflüssigkeitsersatz",9999-12-31,"","","fluidose",NA,"Cheplapharm Schweiz GmbH"
57824,"Lacrifluid, Augentropfen","AUL","S01XA20","S","Z","",2007-09-06,"","D","11.08.2.","Tränenflüssigkeitsersatz",9999-12-31,"","","lacrifluid",NA,"Cheplapharm Schweiz GmbH"
48112,"Konakion MM, Injektionslösung / Lösung zum Einnehmen","DISIJ","B02BA01","S","Z","",1987-02-13,"","B","06.04.0.","Hypoprothrombinämie, Antidot gegen Anticoagulantien vom Dicumarol-Typus, Morbus haemorrhagicus neonatorum",9999-12-31,"","","konakion mm",2,"Cheplapharm Schweiz GmbH"
10714,"Otalgan, solution","OHRT","S02DA30","S","Z","",1941-05-15,"","D","12.01.1.","",9999-12-31,"","","otalgan",NA,"Verfora SA"
45986,"Deponit, transdermales Pflaster","TRAP","C01DA02","S","Z","",1984-03-08,"","B","02.04.1.","",9999-12-31,"","","deponit",NA,"Norgine AG"
35797,"Isoket retard, Retardtabletten","RETT","C01DA08","S","Z","",1970-06-08,"","B","02.04.1.","Koronartherapeutikum aus der Klasse der organischen Nitrate",9999-12-31,"","","isoket retard",2,"Norgine AG"
37551,"Hibiscrub, Lösung","LSKU","D08AC02","S","Z","",1973-04-02,"","D","10.09.1.","Händedesinfektion, Ganzkörper-Waschdesinfektion",9999-12-31,"","","hibiscrub",NA,"CPS Cito Pharma Services GmbH"
38294,"Lexotanil, Tabletten","TAB","N05BA08","S","Z","",1974-07-15,"","B","01.04.1.","Anxiolytikum",9999-12-31,"","","lexotanil",NA,"Cheplapharm Schweiz GmbH"
38470,"Isoket, Sublingualtabletten","SUBL","C01DA08","S","Z","",1982-01-08,"","B","02.04.1.","Koronartherapeutikum aus der Klasse der organischen Nitrate",9999-12-31,"","","isoket",3,"Norgine AG"
38638,"Catapresan, Injektionslösung","LSIN","C02AC01","S","Z","",1974-12-10,"","B","02.07.1.","Antihypertensivum",9999-12-31,"","","catapresan",2,"CPS Cito Pharma Services GmbH"
39387,"Isoket, Spray zur Anwendung in der Mundhöhle, Lösung","SPSL","C01DA08","S","Z","",1976-06-25,"","B","02.04.1.","Koronartherapeutikum aus der Klasse der organischen Nitrate",9999-12-31,"","","isoket",3,"Norgine AG"
40087,"Myocholine-Glenwood, Tabletten","TAB","N07AB02","S","Z","",1977-02-11,"","B","01.14.0.","Blasenatonie",9999-12-31,"","","myocholine-glenwood",NA,"CPS Cito Pharma Services GmbH"
40629,"Distraneurin, Kapseln","KAPWE","N05CM02","S","Z","",1978-08-31,"","A","01.03.1.","Hypnoticum",9999-12-31,"","","distraneurin",2,"Cheplapharm Schweiz GmbH"
40632,"Distraneurin, Mixtur","LSOR","N05CM02","S","Z","",1978-08-31,"","A","01.03.1.","Hypnoticum",9999-12-31,"","","distraneurin",2,"Cheplapharm Schweiz GmbH"
41390,"Isoket, Infusionskonzentrat 1 mg/ml","KOINF","C01DA08","S","Z","",1979-08-16,"","B","02.04.1.","Koronartherapeutikum aus der Klasse der organischen Nitrate",9999-12-31,"","","isoket",3,"Norgine AG"
41655,"De-ursil, Kapseln","KAHA","A05AA02","S","Z","",1978-12-21,"","B","04.99.0.","Behandlung von Gallensteinen, Cholangitis",9999-12-31,"","","de-ursil",NA,"Cheplapharm Schweiz GmbH"
42888,"Vepesid, Kapseln","KAPS","L01CB01","S","Z","",1980-07-09,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","vepesid",NA,"Cheplapharm Schweiz GmbH"
44421,"Selectol, Filmtabletten","TAB","C07AB08","S","Z","",1987-06-26,"","B","02.03.0.","Betablocker",9999-12-31,"","","selectol",NA,"Cheplapharm Schweiz GmbH"
44448,"Dormicum, Injektionslösung","LSIN","N05CD08","S","Z","",1982-09-10,"","B","01.03.1.","Hypnoticum",9999-12-31,"","","dormicum",2,"Cheplapharm Schweiz GmbH"
44490,"Hibidil, sterile Lösung","LSKU","D08AC02","S","Z","",1984-05-30,"","D","10.09.1.","Desinfiziens für äusserlichen Gebrauch",9999-12-31,"","","hibidil",NA,"CPS Cito Pharma Services GmbH"
44619,"De-ursil RR, Kapseln","RETH","A05AA02","S","Z","",1983-06-28,"","B","04.99.0.","Behandlung von Gallensteinen, Cholangitis",9999-12-31,"","","de-ursil rr",NA,"Cheplapharm Schweiz GmbH"
45163,"Dormicum, Filmtabletten","FILM","N05CD08","S","Z","",1983-05-17,"","B","01.03.1.","Hypnoticum",9999-12-31,"","","dormicum",2,"Cheplapharm Schweiz GmbH"
45979,"Isoket retard, Retardkapseln","RETH","C01DA08","S","Z","",1983-12-30,"","B","02.04.1.","Koronartherapeutikum aus der Klasse der organischen Nitrate",9999-12-31,"","","isoket retard",2,"Norgine AG"
33148,"Catapresan, Tabletten","TAB","C02AC01","S","Z","",1970-06-04,"","B","02.07.1.","Antihypertensivum",9999-12-31,"","","catapresan",2,"CPS Cito Pharma Services GmbH"
42369,"Perskindol Classic. fluid","FLUK","M02AX10","S","Z","",1981-03-09,"","D","07.10.4.","",9999-12-31,"","","perskindol classic. fluid",NA,"Verfora SA"
44036,"Lidazon liquide, solution buccale","LSSC","R02AA06","S","Z","",1981-10-20,"","D","12.03.3.","Mund- und Rachendesinfiziens",9999-12-31,"","","lidazon liquide",NA,"Verfora SA"
45792,"Bucco Tantum spray, solution","SPSL","A01AD02","S","Z","",1984-04-13,"","D","12.03.2.","Infektion im Mund und Rachenraum",9999-12-31,"","","bucco tantum spray",NA,"Verfora SA"
45954,"Nina, suppositoires","SUPP","N02BE01","S","Z","",1985-12-13,"","D","01.01.1.","",9999-12-31,"","","nina",NA,"Verfora SA"
46111,"Veractiv Magnesium Complex, capsules","KAPS","A12CC30","S","Z","",1985-01-22,"","D","07.02.1.","",9999-12-31,"","","veractiv magnesium complex",NA,"Verfora SA"
46141,"Perskindol Classic, spray","SPKL","M02AX10","S","Z","",1985-01-03,"","D","07.10.4.","",9999-12-31,"","","perskindol classic",3,"Verfora SA"
46567,"Optovit, capsules","KAPS","A11HA03","S","Z","",1985-11-15,"","D","07.02.3.","",9999-12-31,"","","optovit",NA,"Verfora SA"
46620,"Triofan Rhume Classic, gouttes nasales, solution","NASNL","R01AB06","S","Z","",1985-10-28,"","D","12.02.2.","",9999-12-31,"","","triofan rhume classic",2,"Verfora SA"
46621,"Triofan Rhume Classic, spray nasal, solution","NASSL","R01AB06","S","Z","",1985-10-28,"","D","12.02.2.","",9999-12-31,"","","triofan rhume classic",2,"Verfora SA"
47140,"Lidazon, spray","SPSL","R02AA06","S","Z","",1985-12-20,"","D","12.03.3.","",9999-12-31,"","","lidazon",NA,"Verfora SA"
41312,"Stilex, gel","GELK","D04AB01","S","Z","",1978-04-13,"","D","10.01.0.","Allergische und juckende Hauterkrankungen",9999-12-31,"","","stilex",NA,"Verfora SA"
18383,"Itinerol B6, suppositoires","SUPP","R06AE55","S","Z","",1953-01-06,"","D","01.09.0.","",9999-12-31,"","","itinerol b6",3,"Verfora SA"
40770,"Itinerol B6, capsules","KAHA","R06AE55","S","Z","",1977-04-21,"","D","01.09.0.","",9999-12-31,"","","itinerol b6",3,"Verfora SA"
23560,"Itinerol B6, suppositoires pour bébés et enfants","SUPP","R06AE55","S","Z","",1957-06-24,"","B","01.09.0.","",9999-12-31,"","","itinerol b6",3,"Verfora SA"
26146,"Solarcaine lotion, emulsion cutanée","EMUK","D04AB01","S","Z","",1960-09-12,"","D","10.01.0.","",9999-12-31,"","","solarcaine lotion",NA,"Verfora SA"
32567,"Stilex spray, solution","SPKL","D04AB01","S","Z","",1967-02-20,"","D","10.01.0.","",9999-12-31,"","","stilex spray",NA,"Verfora SA"
32938,"Collypan yeux irrités, collyre en solution","AUL","S01GA52","S","Z","",1971-08-16,"","D","11.04.0.","",9999-12-31,"","","collypan yeux irrités",NA,"Verfora SA"
33445,"Triofan Rhinitis retard, capsules","RETH","R01BA53","S","Z","",1968-11-15,"","D","12.02.6.","",9999-12-31,"","","triofan rhinitis retard",NA,"Verfora SA"
38598,"Quinoderm, crème","CREM","D10AE51","S","Z","",1974-10-17,"","D","10.02.0.","",9999-12-31,"","","quinoderm",NA,"Verfora SA"
39997,"Bucco Tantum, solution de rinçage et pour gargarisme","LSSC","A01AD02","S","Z","",1978-06-20,"","D","12.03.2.","Infektion im Mund und Rachenraum",9999-12-31,"","","bucco tantum",NA,"Verfora SA"
31096,"Fungizone, Injektionspräparat (i.v.)","PULPI","J02AA01","S","Z","",1964-11-05,"","A","08.06.0.","Antimykotikum",9999-12-31,"","","fungizone",NA,"Cheplapharm Schweiz GmbH"
29621,"Ledermix, Paste zur Anwendung in der Mundhöhle","PASS","A01AC01","S","Z","",1963-03-18,"","A","13.06.0.","Pulpitis, Periodontitis",9999-12-31,"","","ledermix",NA,"CPS Cito Pharma Services GmbH"
43216,"Xanax, Tabletten","TAB","N05BA12","S","Z","",1980-10-21,"","B","01.04.1.","Anxiolytikum",9999-12-31,"","","xanax",NA,"Viatris Pharma GmbH"
50044,"Norvasc, Tabletten","TAB","C08CA01","S","Z","",1990-03-26,"","B","02.06.1.","Calciumantagonist",9999-12-31,"","","norvasc",NA,"Viatris Pharma GmbH"
61264,"Gabapentin Viatris, Kapseln","KAPS","N02BF01","S","Z","C",2010-06-02,"52520","B","01.07.1.","Antiepilepticum, bei neuropathischen Schmerzen",9999-12-31,"","","gabapentin viatris",2,"Viatris Pharma GmbH"
61265,"Gabapentin Viatris, Filmtabletten","FILM","N02BF01","S","Z","C",2010-06-02,"54976","B","01.07.1.","Antiepilepticum",9999-12-31,"","","gabapentin viatris",2,"Viatris Pharma GmbH"
61284,"Sertralin Viatris, Filmtabletten","FILM","N06AB06","S","Z","C",2010-06-03,"52251","B","01.06.0.","Selektiver Serotonin-Wiederaufnahmehemmer",9999-12-31,"","","sertralin viatris",NA,"Viatris Pharma GmbH"
61510,"Atorva Viatris, Filmtabletten","FILM","C10AA05","S","Z","",2011-08-11,"","B","07.12.0.","Reduktion der Serumcholesterinkonzentration",9999-12-31,"","","atorva viatris",NA,"Viatris Pharma GmbH"
61544,"Latanoprost Viatris, Augentropfen","AUGT","S01EE01","S","Z","C",2010-10-28,"53675","B","11.09.0.","Glaukom",9999-12-31,"","","latanoprost viatris",NA,"Viatris Pharma GmbH"
61657,"Atorvastatin Viatris, Filmtabletten","FILM","C10AA05","S","Z","C",2010-12-09,"54085","B","07.12.0.","Reduktion der Serumcholesterinkonzentration",9999-12-31,"","","atorvastatin viatris",NA,"Viatris Pharma GmbH"
61849,"Co-Latanoprost Viatris, Augentropfen","AUGT","S01ED51","S","Z","C",2010-12-15,"55612","B","11.09.0.","Weitwinkelglaukom, okuläre Hypertension",9999-12-31,"","","co-latanoprost viatris",NA,"Viatris Pharma GmbH"
62129,"Venlafaxin Viatris ER, Hartkapsel, retardiert","RETH","N06AX16","S","Z","C",2011-04-13,"54168","B","01.06.0.","Antidepressivum",9999-12-31,"","","venlafaxin viatris er",NA,"Viatris Pharma GmbH"
62721,"Sildenafil Viatris, Filmtabletten","FILM","G04BE03","S","Z","C",2012-07-26,"54642","B","05.99.0.","Erektile Dysfunktion",9999-12-31,"","","sildenafil viatris",NA,"Viatris Pharma GmbH"
65095,"Celecoxib Viatris, Hartkapseln","KAHA","M01AH01","S","Z","C",2014-03-07,"54994","B","07.10.1.","selektiver COX-2 Hemmer",9999-12-31,"","","celecoxib viatris",NA,"Viatris Pharma GmbH"
65678,"Pregabalin Viatris, Hartkapseln","KAHA","N02BF02","S","Z","C",2015-02-06,"57057","B","01.07.1.","Antiepilepticum, neuropathische Schmerzen, generalisierte Angststörungen",9999-12-31,"","","pregabalin viatris",NA,"Viatris Pharma GmbH"
65687,"Eletriptan Viatris, Filmtabletten","FILM","N02CC06","S","Z","C",2015-04-10,"55218","B","02.05.1.","Akutbehandlung von Migräneanfällen",9999-12-31,"","","eletriptan viatris",NA,"Viatris Pharma GmbH"
60411,"Revatio, Injektionslösung","LSPA","G04BE03","S","Z","",2010-08-13,"","B","02.07.1.","Behandlung der pulmonalen arteriellen Hypertonie (primäre pulmonale Hypertonie, sowie mit Bindegewebserkrankungen assoziierte PAH) der WHO-Klasse II und III, zur Verbesserung der körperlichen Leistungsfähigkeit",9999-12-31,"","","revatio",2,"Viatris Pharma GmbH"
59261,"Amlodipin Viatris, Tabletten","TAB","C08CA01","S","Z","C",2009-06-03,"50044","B","02.06.1.","Calciumantagonist",9999-12-31,"","","amlodipin viatris",NA,"Viatris Pharma GmbH"
52251,"Zoloft, Filmtabletten","FILM","N06AB06","S","Z","",1993-12-13,"","B","01.06.0.","Selektiver Serotonin-Wiederaufnahmehemmer",9999-12-31,"","","zoloft",2,"Viatris Pharma GmbH"
52520,"Neurontin, Kapseln","KAPS","N02BF01","S","Z","",1994-12-19,"","B","01.07.1.","Antiepilepticum, bei neuropathischen Schmerzen",9999-12-31,"","","neurontin",2,"Viatris Pharma GmbH"
52866,"Xanax retard, Retardtabletten","RETT","N05BA12","S","Z","",1995-06-19,"","B","01.04.1.","Anxiolytikum",9999-12-31,"","","xanax retard",NA,"Viatris Pharma GmbH"
53675,"Xalatan, Augentropfen","AUGT","S01EE01","S","Z","",1996-09-18,"","B","11.09.0.","Glaukom",9999-12-31,"","","xalatan",NA,"Viatris Pharma GmbH"
54085,"Sortis, Filmtabletten","FILM","C10AA05","S","Z","",1997-06-11,"","B","07.12.0.","Reduktion der Serumcholesterinkonzentration",9999-12-31,"","","sortis",NA,"Viatris Pharma GmbH"
54168,"Efexor ER, Hartkapsel, retardiert","RETH","N06AX16","S","Z","",1997-06-25,"","B","01.06.0.","Antidepressivum",9999-12-31,"","","efexor er",NA,"Viatris Pharma GmbH"
54617,"Cardura CR, Retardtabletten","FILM","C02CA04","S","Z","",1999-09-27,"","B","02.07.1.","Hypertonie",9999-12-31,"","","cardura cr",NA,"Viatris Pharma GmbH"
54642,"Viagra, Filmtabletten","FILM","G04BE03","S","Z","",1998-06-22,"","B","05.99.0.","Erektile Dysfunktion",9999-12-31,"","","viagra",NA,"Viatris Pharma GmbH"
54976,"Neurontin, Filmtabletten","FILM","N02BF01","S","Z","",2000-08-09,"","B","01.07.1.","Antiepilepticum",9999-12-31,"","","neurontin",2,"Viatris Pharma GmbH"
